Date,Longitude (deg E),Latitude (deg N),Wildfire radiative power (Gigawatts per day)
20190629,83.550000,68.450000,0.0018189699
20190629,83.650000,68.450000,0.026211786
20190629,111.25000,69.550000,0.00074142434
20190629,117.95000,66.250000,0.00097824575
20190629,121.95000,68.150000,0.051982514
20190629,121.95000,68.250000,0.080605808
20190629,122.25000,67.450000,0.054718682
20190629,122.35000,67.450000,0.038738990
20190629,123.75000,69.150000,0.016777108
20190629,123.85000,69.150000,0.0031293620
20190629,124.15000,68.250000,0.0051589060
20190629,124.15000,69.850000,0.0011471083
20190629,124.25000,69.850000,0.013435644
20190629,125.85000,67.050000,0.0015695766
20190629,126.85000,66.150000,0.014651145
20190629,127.75000,66.250000,0.020400647
20190629,130.45000,67.250000,0.0073165063
20190629,130.45000,68.550000,0.0015063417
20190629,130.55000,68.150000,0.020386581
20190629,130.65000,68.150000,0.0049087715
20190629,130.75000,70.750000,0.0030944750
20190629,130.85000,67.650000,0.0022000859
20190629,130.85000,67.750000,0.0022876188
20190629,130.85000,68.450000,0.0019261778
20190629,130.85000,68.550000,0.0086082976
20190629,130.95000,67.750000,0.0012952226
20190629,131.35000,68.350000,0.00083153029
20190629,131.45000,66.850000,0.0081482425
20190629,131.45000,68.250000,0.0034127022
20190629,131.45000,68.350000,0.0014613160
20190629,131.55000,66.850000,0.018739592
20190629,131.55000,68.350000,0.0027852668
20190629,131.55000,69.350000,0.0025285913
20190629,131.65000,66.850000,0.0013853169
20190629,131.65000,69.350000,0.0035844600
20190629,131.75000,69.050000,0.0011976584
20190629,131.85000,67.250000,0.0092062522
20190629,131.95000,67.250000,0.046684583
20190629,132.25000,70.250000,0.00068945295
20190629,132.35000,68.250000,0.0037577984
20190629,132.35000,69.550000,0.0049971288
20190629,132.55000,66.650000,0.00073650919
20190629,132.65000,66.650000,0.0080140654
20190629,132.75000,66.650000,0.00084873207
20190629,132.75000,69.050000,0.0029041931
20190629,133.05000,67.450000,0.0018808509
20190629,133.15000,67.450000,0.0042341276
20190629,133.55000,66.450000,0.0017838136
20190629,133.55000,66.550000,0.011459207
20190629,133.65000,66.450000,0.0065784635
20190629,133.65000,66.550000,0.082935749
20190629,133.65000,69.150000,0.010140882
20190629,133.65000,69.250000,0.0012091415
20190629,133.65000,69.650000,0.00070818135
20190629,133.75000,69.150000,0.024018159
20190629,133.95000,68.550000,0.011477993
20190629,134.05000,68.550000,0.047788570
20190629,134.05000,69.450000,0.0013383729
20190629,134.15000,66.750000,0.0071849198
20190629,134.15000,68.050000,0.0053884823
20190629,134.15000,68.550000,0.092341973
20190629,134.15000,69.150000,0.00097870995
20190629,134.15000,69.350000,0.00064685591
20190629,134.25000,69.150000,0.0015232848
20190629,134.25000,69.350000,0.010175956
20190629,134.35000,66.450000,0.054554645
20190629,134.35000,69.350000,0.012810291
20190629,134.35000,69.450000,0.0017889125
20190629,134.35000,69.550000,0.0013221360
20190629,134.45000,66.450000,0.070767265
20190629,134.45000,66.550000,0.0093863207
20190629,134.45000,67.450000,0.00079304597
20190629,134.45000,67.850000,0.0013318001
20190629,134.45000,69.350000,0.0037487898
20190629,134.45000,69.450000,0.0050856798
20190629,134.45000,69.550000,0.0012990826
20190629,134.55000,67.850000,0.0058937311
20190629,134.55000,68.550000,0.0019888879
20190629,134.55000,68.650000,0.0029977104
20190629,134.65000,68.550000,0.0011314458
20190629,134.85000,68.550000,0.0076632799
20190629,134.85000,69.050000,0.031720751
20190629,134.85000,69.150000,0.0027562697
20190629,134.85000,69.650000,0.0035854900
20190629,134.95000,69.050000,0.13032237
20190629,134.95000,69.150000,0.00084132965
20190629,134.95000,69.650000,0.026924702
20190629,135.05000,69.050000,0.11464903
20190629,135.05000,69.550000,0.0026012445
20190629,135.05000,69.650000,0.0013362597
20190629,135.15000,67.150000,0.00084308960
20190629,135.15000,68.350000,0.17946694
20190629,135.15000,68.450000,0.13208913
20190629,135.15000,69.650000,0.0085855013
20190629,135.15000,69.850000,0.018857580
20190629,135.25000,66.950000,0.013385575
20190629,135.25000,67.150000,0.013353382
20190629,135.25000,67.550000,0.048240705
20190629,135.25000,67.650000,0.039211235
20190629,135.25000,68.350000,0.030747066
20190629,135.25000,68.450000,0.086431974
20190629,135.25000,68.950000,0.0012155436
20190629,135.25000,69.850000,0.0085299371
20190629,135.35000,67.550000,0.0050794606
20190629,135.35000,67.650000,0.077995223
20190629,135.35000,67.950000,0.083443011
20190629,135.35000,68.450000,0.29292712
20190629,135.35000,68.950000,0.052597553
20190629,135.35000,69.850000,0.0077649112
20190629,135.45000,67.350000,0.00076839500
20190629,135.45000,68.950000,0.012164345
20190629,135.55000,67.350000,0.0015760165
20190629,135.65000,67.350000,0.0019866497
20190629,135.65000,68.350000,0.0043710443
20190629,135.75000,67.450000,0.041068650
20190629,135.75000,67.550000,0.040893873
20190629,135.75000,67.650000,0.11748199
20190629,135.75000,68.350000,0.0020986802
20190629,135.75000,68.950000,0.013263535
20190629,135.75000,69.550000,0.020247721
20190629,135.85000,67.450000,0.35099607
20190629,135.85000,67.550000,0.52836859
20190629,135.85000,67.650000,0.091797067
20190629,135.85000,68.350000,0.094068983
20190629,135.85000,68.450000,0.0075900499
20190629,135.85000,68.950000,0.031055879
20190629,135.95000,67.450000,0.18634923
20190629,135.95000,67.550000,0.27642661
20190629,135.95000,67.650000,0.0040964726
20190629,135.95000,67.850000,0.0031486950
20190629,135.95000,67.950000,0.089050971
20190629,135.95000,68.350000,0.092989572
20190629,136.05000,67.450000,0.0030901636
20190629,136.05000,67.550000,0.22081895
20190629,136.05000,67.650000,0.010508541
20190629,136.05000,67.750000,0.060145537
20190629,136.05000,67.850000,0.040899864
20190629,136.05000,67.950000,0.0056433470
20190629,136.15000,67.450000,0.089460583
20190629,136.15000,67.550000,0.91685158
20190629,136.15000,67.650000,0.13588161
20190629,136.15000,67.750000,0.0062948030
20190629,136.15000,67.850000,0.0032648635
20190629,136.25000,67.550000,0.0052687124
20190629,136.25000,67.650000,0.63664782
20190629,136.25000,67.750000,0.22401309
20190629,136.25000,67.850000,0.0033403263
20190629,136.35000,67.650000,0.083918958
20190629,136.35000,67.750000,0.028452900
20190629,136.55000,68.150000,0.0056622622
20190629,136.55000,68.250000,0.0036986208
20190629,136.55000,69.550000,0.035355402
20190629,136.65000,69.350000,0.0050635050
20190629,136.75000,66.650000,0.0064195783
20190629,136.75000,68.250000,0.15256923
20190629,136.75000,69.250000,0.0044332963
20190629,136.75000,69.350000,0.048463487
20190629,136.85000,66.650000,0.16323578
20190629,136.85000,66.750000,0.083113397
20190629,136.85000,68.250000,0.63894869
20190629,136.95000,66.650000,0.018705223
20190629,136.95000,67.250000,0.0010097157
20190629,136.95000,67.350000,0.019022340
20190629,136.95000,67.650000,0.018567162
20190629,136.95000,67.750000,0.0079065053
20190629,136.95000,68.250000,0.0032328558
20190629,137.05000,67.250000,0.019729081
20190629,137.05000,67.350000,0.024019387
20190629,137.05000,67.650000,0.13907531
20190629,137.05000,67.750000,0.16789248
20190629,137.15000,67.250000,0.55914904
20190629,137.15000,67.350000,0.45362343
20190629,137.15000,67.650000,0.11637511
20190629,137.15000,67.750000,0.075278181
20190629,137.25000,67.250000,0.044934511
20190629,137.25000,67.350000,0.047156673
20190629,137.35000,67.250000,0.091397864
20190629,137.35000,67.350000,0.018706042
20190629,137.45000,67.250000,0.083738836
20190629,137.45000,67.350000,0.0037086559
20190629,137.55000,67.250000,0.0088155219
20190629,137.55000,67.350000,0.0077915303
20190629,137.85000,66.750000,0.0020305798
20190629,137.85000,69.250000,0.0015764983
20190629,137.95000,66.750000,0.0094510044
20190629,137.95000,66.850000,0.0019069440
20190629,137.95000,69.150000,0.011050926
20190629,137.95000,69.250000,0.082657103
20190629,138.05000,66.650000,0.0026017499
20190629,138.05000,66.750000,0.014160275
20190629,138.05000,66.850000,0.031677109
20190629,138.05000,69.050000,0.012539826
20190629,138.05000,69.150000,0.024850850
20190629,138.05000,69.250000,0.048849615
20190629,138.15000,66.650000,0.24779448
20190629,138.15000,66.750000,0.00099871649
20190629,138.15000,66.850000,0.0072091180
20190629,138.15000,69.050000,0.059425543
20190629,138.15000,69.150000,0.0013828663
20190629,138.15000,69.250000,0.0035211824
20190629,138.25000,66.650000,0.020886346
20190629,138.25000,68.950000,0.0080393106
20190629,138.25000,69.050000,0.031781771
20190629,138.25000,69.250000,0.041310238
20190629,138.35000,68.950000,0.0075122131
20190629,138.35000,69.050000,0.10186115
20190629,138.35000,69.150000,0.00068968916
20190629,138.35000,69.250000,0.010194051
20190629,138.45000,68.950000,0.0077376302
20190629,138.45000,69.050000,0.090536095
20190629,138.45000,69.150000,0.0067480680
20190629,138.45000,69.250000,0.0020187650
20190629,138.55000,68.950000,0.0061994800
20190629,138.55000,69.050000,0.0011538742
20190629,138.55000,69.150000,0.022771300
20190629,138.65000,69.150000,0.0042648277
20190629,139.35000,69.350000,0.0077277472
20190629,139.35000,69.450000,0.0011237245
20190629,139.45000,69.350000,0.11984383
20190629,139.45000,69.450000,0.016616832
20190629,139.55000,69.450000,0.00075231996
20190629,140.35000,67.550000,0.022537414
20190629,140.35000,69.450000,0.028614102
20190629,140.45000,67.550000,0.048720429
20190629,140.45000,67.650000,0.0034332271
20190629,140.45000,69.450000,0.10340217
20190629,140.55000,67.550000,0.011502862
20190629,140.55000,67.650000,0.062788001
20190629,140.75000,68.650000,0.0016517214
20190629,140.75000,68.750000,0.0019345083
20190629,140.95000,66.750000,0.015530866
20190629,141.05000,66.750000,0.00097959868
20190629,141.85000,66.450000,0.030360120
20190629,141.95000,66.450000,0.027284216
20190629,142.05000,66.450000,0.058407059
20190629,142.15000,66.450000,0.026630264
20190629,142.35000,66.550000,0.0097228458
20190629,142.45000,66.550000,0.059734041
20190629,142.55000,66.450000,0.066773017
20190629,142.55000,66.550000,0.10246336
20190629,142.55000,67.450000,0.011292374
20190629,142.55000,67.550000,0.068105954
20190629,142.65000,66.250000,0.0013504949
20190629,142.65000,66.450000,0.023253575
20190629,142.65000,66.750000,0.010621791
20190629,142.75000,66.250000,0.022151078
20190629,142.75000,66.350000,0.025939190
20190629,142.75000,66.750000,0.0074270872
20190629,142.85000,66.250000,0.056653956
20190629,142.85000,66.350000,0.043939660
20190629,142.85000,66.450000,0.0083991993
20190629,142.95000,66.250000,0.062908357
20190629,142.95000,66.350000,0.13163539
20190629,143.05000,66.250000,0.19875259
20190629,143.05000,67.750000,0.0064883742
20190629,143.15000,67.750000,0.043332446
20190629,143.25000,67.750000,0.021358585
20190629,143.35000,67.750000,0.031059497
20190629,143.35000,67.850000,0.0066113157
20190629,143.45000,67.750000,0.0069491435
20190629,143.45000,67.850000,0.016618165
20190629,143.75000,66.150000,0.0066561681
20190629,143.85000,66.150000,0.050663340
20190629,143.95000,66.250000,0.010640826
20190629,144.05000,66.250000,0.054419333
20190629,144.15000,66.250000,0.0011230316
20190629,144.55000,67.750000,0.011211717
20190629,144.65000,67.750000,0.012372981
20190629,144.75000,67.650000,0.030940231
20190629,144.75000,67.750000,0.020898846
20190629,144.85000,67.650000,0.011720794
20190629,144.85000,67.750000,0.0027240532
20190629,144.95000,67.650000,0.37004076
20190629,144.95000,67.750000,0.0016487142
20190629,145.05000,66.050000,0.0069248282
20190629,145.05000,67.150000,0.043055751
20190629,145.05000,67.250000,0.029068427
20190629,145.05000,67.350000,0.0018575625
20190629,145.05000,67.450000,0.021322929
20190629,145.05000,67.650000,0.15303582
20190629,145.15000,66.050000,0.018281400
20190629,145.15000,67.150000,0.0077801929
20190629,145.15000,67.250000,0.0052569506
20190629,145.15000,67.350000,0.031975155
20190629,145.15000,67.450000,0.022200121
20190629,145.15000,68.450000,0.048709016
20190629,145.15000,68.550000,0.011440603
20190629,145.25000,67.350000,0.10421220
20190629,145.25000,67.450000,0.014859987
20190629,145.25000,68.450000,0.039256803
20190629,145.25000,68.550000,0.0049564452
20190629,145.25000,69.750000,0.012482438
20190629,145.35000,67.350000,0.17643102
20190629,145.35000,67.450000,0.027535620
20190629,145.35000,67.550000,0.0092254222
20190629,145.35000,68.450000,0.0046986183
20190629,145.35000,68.550000,0.029687173
20190629,145.35000,69.750000,0.088421102
20190629,145.45000,67.350000,0.044398483
20190629,145.45000,67.450000,0.068698609
20190629,145.45000,69.750000,0.0030855825
20190629,145.55000,67.150000,0.022095118
20190629,146.05000,66.550000,0.0052598781
20190629,146.05000,66.650000,0.0045957301
20190629,146.15000,66.650000,0.041940906
20190629,146.25000,66.650000,0.039566999
20190629,146.25000,66.750000,0.0029220183
20190629,146.25000,70.450000,0.018860871
20190629,146.35000,66.650000,0.0021425117
20190629,146.65000,66.550000,0.010037420
20190629,146.75000,66.550000,0.0052887031
20190629,146.75000,66.650000,0.0067193519
20190629,146.85000,66.550000,0.011230896
20190629,146.95000,66.650000,0.0072208849
20190629,146.95000,66.750000,0.012690826
20190629,147.05000,66.650000,0.045443530
20190629,147.05000,66.750000,0.018632171
20190629,147.05000,66.850000,0.0041950410
20190629,147.15000,66.650000,0.019707172
20190629,147.15000,66.750000,0.0094885396
20190629,147.15000,66.850000,0.0026747972
20190629,148.25000,66.450000,0.0070351079
20190629,148.35000,66.350000,0.00083514743
20190629,148.35000,66.450000,0.0025158576
20190629,148.45000,66.650000,0.0028184438
20190629,148.95000,67.850000,0.0013072076
20190629,149.05000,66.850000,0.0019769716
20190629,149.45000,67.750000,0.0021994067
20190629,150.55000,67.850000,0.0020246620
20190629,150.55000,69.050000,0.0013554564
20190629,150.85000,68.850000,0.0016850546
20190629,150.95000,68.850000,0.0018195095
20190629,150.95000,68.950000,0.054892927
20190629,151.05000,68.850000,0.0032495079
20190629,151.05000,68.950000,0.0047438523
20190629,151.15000,68.850000,0.0022589409
20190629,151.35000,68.950000,0.0033850517
20190629,151.75000,67.150000,0.0013199396
20190629,151.75000,67.250000,0.0069357500
20190629,151.85000,67.150000,0.030127818
20190629,151.85000,67.250000,0.017027564
20190629,151.95000,67.050000,0.0078220559
20190629,151.95000,67.150000,0.0079806750
20190629,152.05000,67.050000,0.012856177
20190629,152.05000,67.350000,0.00085606504
20190629,152.15000,67.050000,0.0066588484
20190629,152.15000,67.250000,0.0013352357
20190629,152.15000,67.350000,0.0052164035
20190629,152.25000,67.250000,0.0041331758
20190629,152.35000,67.050000,0.0018135162
20190629,152.85000,68.950000,0.0046009400
20190629,153.35000,67.950000,0.00067349159
20190629,153.35000,68.050000,0.0025080789
20190629,153.45000,67.950000,0.015534733
20190629,153.45000,68.050000,0.012266487
20190629,153.55000,67.950000,0.0088701829
20190629,153.55000,68.050000,0.023524296
20190629,153.55000,68.150000,0.0036038119
20190629,153.65000,68.050000,0.0067206615
20190629,153.65000,68.150000,0.0086516688
20190629,153.75000,68.050000,0.0045475306
20190629,153.75000,68.150000,0.0080307087
20190629,153.85000,68.050000,0.010482327
20190629,153.85000,68.150000,0.00099368476
20190629,153.95000,68.050000,0.0027674848
20190629,159.25000,66.050000,0.0029138169
20190629,163.65000,66.550000,0.0041563253
20190629,163.65000,68.950000,0.020564606
20190629,163.75000,68.950000,0.0036773499
20190629,163.95000,69.050000,0.0039107427
20190629,164.05000,68.950000,0.0012540806
20190630,-153.55000,66.350000,0.0023214042
20190630,-153.45000,66.350000,0.0049480497
20190630,-153.35000,66.250000,0.0011120002
20190630,-153.25000,66.250000,0.0080992664
20190630,-146.75000,66.550000,0.0025670743
20190630,-146.75000,66.650000,0.0031102414
20190630,-146.65000,66.550000,0.031277266
20190630,-146.65000,66.650000,0.0084367647
20190630,-146.55000,66.550000,0.022269081
20190630,-146.55000,66.650000,0.0058472339
20190630,-146.55000,66.950000,0.016684664
20190630,-146.45000,66.550000,0.23876785
20190630,-146.45000,66.650000,0.0044136477
20190630,-146.45000,66.950000,0.0080524635
20190630,-146.35000,66.550000,0.16274860
20190630,-146.25000,66.550000,0.12456572
20190630,-145.45000,67.450000,0.00076974215
20190630,-144.15000,66.250000,0.055228693
20190630,-144.15000,66.350000,0.0022645847
20190630,-144.05000,66.250000,0.38621175
20190630,-144.05000,66.350000,0.15363455
20190630,-143.95000,66.250000,0.15343853
20190630,-143.95000,66.350000,0.34603733
20190630,-143.85000,66.250000,0.76995440
20190630,-143.85000,66.350000,0.17404052
20190630,-143.75000,66.250000,0.0039343965
20190630,-143.55000,66.450000,0.12907557
20190630,-143.45000,66.450000,0.0017931144
20190630,-143.05000,66.850000,0.012180283
20190630,-142.95000,66.750000,0.053415154
20190630,-142.95000,66.850000,0.12683737
20190630,-142.85000,66.750000,0.038533416
20190630,-142.85000,66.850000,0.0086036466
20190630,-142.75000,66.750000,0.0034208960
20190630,-142.75000,66.850000,0.0032812964
20190630,-142.05000,66.050000,0.014580115
20190630,-141.95000,66.050000,0.17345960
20190630,-141.85000,66.050000,0.022006937
20190630,-68.350000,81.550000,0.012952436
20190630,14.150000,66.350000,0.0040696114
20190630,56.650000,67.150000,0.00095001263
20190630,56.750000,67.150000,0.00097247635
20190630,57.950000,68.650000,0.0074622697
20190630,68.150000,70.450000,0.0030995036
20190630,70.950000,66.150000,0.037139521
20190630,70.950000,66.250000,0.0028943823
20190630,71.050000,66.150000,0.0041148785
20190630,71.050000,66.250000,0.0024523648
20190630,72.450000,67.750000,0.038872682
20190630,72.450000,67.850000,0.0044948110
20190630,72.550000,67.750000,0.10607856
20190630,72.550000,67.850000,0.15345286
20190630,73.950000,71.050000,0.0018772509
20190630,76.750000,66.350000,0.00060991193
20190630,76.850000,66.250000,0.00077386260
20190630,76.850000,66.350000,0.00069595934
20190630,77.250000,66.250000,0.0013964414
20190630,77.250000,66.350000,0.015302766
20190630,77.350000,66.350000,0.029945355
20190630,77.350000,66.450000,0.0084675425
20190630,77.450000,66.750000,0.0017627879
20190630,77.550000,66.350000,0.0095109924
20190630,78.750000,66.250000,0.076385135
20190630,79.050000,67.250000,0.0013616269
20190630,79.050000,67.350000,0.0055891625
20190630,79.950000,68.550000,0.068105103
20190630,80.050000,68.550000,0.00052130998
20190630,80.350000,67.150000,0.00095807433
20190630,83.150000,67.350000,0.00096488302
20190630,83.250000,67.250000,0.013138521
20190630,83.650000,68.350000,0.0015042999
20190630,83.650000,68.450000,0.020416797
20190630,98.250000,67.550000,0.00050425451
20190630,111.25000,69.550000,0.28387913
20190630,111.35000,69.550000,0.26708405
20190630,111.85000,66.850000,0.0021114950
20190630,111.85000,66.950000,0.0022620119
20190630,111.95000,66.850000,0.017721381
20190630,111.95000,66.950000,0.0034229967
20190630,117.95000,66.250000,0.0010248753
20190630,121.95000,68.150000,0.0059788084
20190630,121.95000,68.250000,0.018165765
20190630,122.25000,67.450000,0.025262009
20190630,122.35000,67.450000,0.019916723
20190630,122.35000,68.350000,0.0017646269
20190630,123.75000,69.150000,0.0083927305
20190630,124.15000,68.250000,0.00057537848
20190630,124.15000,69.950000,0.0039482264
20190630,124.25000,69.850000,0.010194637
20190630,124.25000,69.950000,0.0043363647
20190630,124.35000,66.450000,0.0038606971
20190630,124.45000,66.450000,0.017539484
20190630,124.45000,66.550000,0.0048152223
20190630,125.85000,67.050000,0.022037788
20190630,126.35000,68.550000,0.0025453392
20190630,126.45000,68.550000,0.0011585005
20190630,126.85000,66.150000,0.0024703860
20190630,127.15000,67.050000,0.0044740901
20190630,127.25000,67.050000,0.0070690866
20190630,127.75000,66.250000,0.046965276
20190630,127.85000,66.250000,0.018721263
20190630,130.45000,67.250000,0.00064743204
20190630,130.45000,68.550000,0.0090031020
20190630,130.55000,68.150000,0.00066776665
20190630,130.65000,68.150000,0.010030686
20190630,130.85000,68.550000,0.010097333
20190630,130.95000,67.650000,0.0073770868
20190630,130.95000,67.750000,0.0033045058
20190630,131.45000,66.850000,0.0019970001
20190630,131.55000,66.850000,0.057957433
20190630,131.55000,67.050000,0.0040914261
20190630,131.65000,66.450000,0.0097120649
20190630,131.65000,66.850000,0.016902011
20190630,131.75000,66.450000,0.0046923260
20190630,131.85000,67.250000,0.0074103863
20190630,131.95000,67.250000,0.12479320
20190630,132.65000,66.650000,0.0033845808
20190630,133.55000,66.550000,0.0018233622
20190630,133.65000,66.450000,0.00095863661
20190630,133.65000,66.550000,0.013820104
20190630,133.65000,69.150000,0.00067022060
20190630,133.75000,69.150000,0.0012163227
20190630,133.95000,68.550000,0.00069788100
20190630,134.05000,68.550000,0.0030299390
20190630,134.15000,66.750000,0.0037086366
20190630,134.15000,68.550000,0.0042571328
20190630,134.35000,66.450000,0.0060936874
20190630,134.45000,66.450000,0.0091485190
20190630,134.45000,66.550000,0.0010291375
20190630,134.55000,67.850000,0.0032906491
20190630,134.85000,69.050000,0.0012303809
20190630,134.95000,69.050000,0.0038635099
20190630,134.95000,69.650000,0.0011037515
20190630,135.05000,69.050000,0.0030045514
20190630,135.15000,68.350000,0.0060466457
20190630,135.15000,68.450000,0.0023858284
20190630,135.15000,69.850000,0.0013006656
20190630,135.25000,66.950000,0.0013247061
20190630,135.25000,67.150000,0.0059628494
20190630,135.25000,67.550000,0.0035147770
20190630,135.25000,67.650000,0.0032242335
20190630,135.25000,68.350000,0.0013237550
20190630,135.25000,68.450000,0.0023323546
20190630,135.35000,67.650000,0.0074646528
20190630,135.35000,67.950000,0.013676918
20190630,135.35000,68.450000,0.0061022323
20190630,135.35000,68.950000,0.0014569639
20190630,135.75000,67.450000,0.0022445036
20190630,135.75000,67.550000,0.00089588273
20190630,135.75000,67.650000,0.0049655240
20190630,135.85000,67.450000,0.015834791
20190630,135.85000,67.550000,0.011313586
20190630,135.85000,67.650000,0.0017161961
20190630,135.85000,68.350000,0.0012937323
20190630,135.85000,68.950000,0.0032874423
20190630,135.95000,67.450000,0.013312414
20190630,135.95000,67.550000,0.0047511067
20190630,135.95000,67.950000,0.0038762706
20190630,135.95000,68.350000,0.0015480355
20190630,136.05000,67.450000,0.0043322248
20190630,136.05000,67.550000,0.0039210355
20190630,136.05000,67.750000,0.0011277027
20190630,136.05000,67.850000,0.00099646144
20190630,136.15000,67.450000,0.017710929
20190630,136.15000,67.550000,0.012082311
20190630,136.15000,67.650000,0.0034882265
20190630,136.25000,67.650000,0.023505934
20190630,136.25000,67.750000,0.0077625601
20190630,136.35000,67.650000,0.035753688
20190630,136.35000,67.750000,0.0025152244
20190630,136.55000,69.550000,0.00067028888
20190630,136.75000,66.650000,0.0010815274
20190630,136.75000,68.250000,0.0056742433
20190630,136.75000,69.250000,0.0073862584
20190630,136.75000,69.350000,0.0069750842
20190630,136.85000,66.650000,0.022168522
20190630,136.85000,66.750000,0.0090898674
20190630,136.85000,68.250000,0.043636438
20190630,136.95000,66.650000,0.0027082152
20190630,136.95000,67.350000,0.0016387239
20190630,136.95000,67.650000,0.0020851653
20190630,136.95000,67.750000,0.0082624748
20190630,137.05000,67.250000,0.0013318891
20190630,137.05000,67.350000,0.0026308567
20190630,137.05000,67.650000,0.014421702
20190630,137.05000,67.750000,0.022873287
20190630,137.15000,67.250000,0.033431098
20190630,137.15000,67.350000,0.052045097
20190630,137.15000,67.650000,0.014741344
20190630,137.15000,67.750000,0.0059670101
20190630,137.25000,67.250000,0.0056121891
20190630,137.25000,67.350000,0.0056171204
20190630,137.35000,67.250000,0.018861134
20190630,137.35000,67.350000,0.0021768904
20190630,137.45000,67.250000,0.012022699
20190630,137.55000,67.250000,0.0011638421
20190630,137.55000,67.350000,0.00098049387
20190630,137.85000,69.250000,0.0048528784
20190630,137.95000,69.150000,0.030634416
20190630,137.95000,69.250000,0.0093664351
20190630,138.05000,66.750000,0.0014649714
20190630,138.05000,66.850000,0.0028012419
20190630,138.05000,69.150000,0.00064462756
20190630,138.05000,69.250000,0.0072303714
20190630,138.15000,66.650000,0.029065451
20190630,138.15000,66.850000,0.00084501146
20190630,138.15000,69.050000,0.0012598396
20190630,138.15000,69.250000,0.0027308123
20190630,138.25000,66.650000,0.010155953
20190630,138.25000,69.250000,0.0016992988
20190630,138.35000,69.050000,0.0032002731
20190630,138.45000,69.050000,0.0051753643
20190630,138.55000,68.950000,0.0080365405
20190630,138.55000,69.150000,0.0014926512
20190630,139.45000,69.350000,0.022326568
20190630,139.45000,69.450000,0.0018152302
20190630,139.55000,69.350000,0.0022993765
20190630,139.55000,69.450000,0.0044161306
20190630,140.05000,72.150000,0.0014657394
20190630,140.05000,72.250000,0.0020537304
20190630,140.35000,67.450000,0.030020523
20190630,140.35000,67.550000,0.0089507065
20190630,140.35000,69.450000,0.032249547
20190630,140.45000,67.550000,0.023651053
20190630,140.45000,69.350000,0.0051711359
20190630,140.45000,69.450000,0.032087356
20190630,140.55000,67.550000,0.029578050
20190630,140.55000,67.650000,0.012242631
20190630,140.55000,69.350000,0.058816560
20190630,140.65000,67.650000,0.058093204
20190630,140.95000,66.750000,0.0023168113
20190630,141.05000,66.750000,0.0010124931
20190630,141.65000,67.150000,0.0015199607
20190630,141.85000,66.450000,0.013748136
20190630,141.95000,66.450000,0.061783497
20190630,142.05000,66.450000,0.0077010487
20190630,142.15000,66.450000,0.038981533
20190630,142.15000,66.550000,0.0042433408
20190630,142.35000,66.550000,0.0053954139
20190630,142.45000,66.550000,0.021878178
20190630,142.55000,66.450000,0.0075532333
20190630,142.55000,66.550000,0.023264654
20190630,142.55000,67.450000,0.0060598086
20190630,142.55000,67.550000,0.015347790
20190630,142.65000,66.450000,0.010937820
20190630,142.65000,66.750000,0.0060653701
20190630,142.75000,66.250000,0.016835114
20190630,142.75000,66.350000,0.0025815095
20190630,142.75000,66.750000,0.0023264886
20190630,142.85000,66.150000,0.023028961
20190630,142.85000,66.250000,0.030095683
20190630,142.85000,66.350000,0.014592471
20190630,142.85000,66.450000,0.0058287963
20190630,142.95000,66.150000,0.14946664
20190630,142.95000,66.250000,0.052734745
20190630,142.95000,66.350000,0.093065490
20190630,143.05000,66.250000,0.46548801
20190630,143.05000,66.350000,0.012132998
20190630,143.05000,67.750000,0.0072242784
20190630,143.15000,66.250000,0.017152813
20190630,143.15000,67.750000,0.0067224326
20190630,143.25000,67.750000,0.011259643
20190630,143.35000,67.650000,0.0045984338
20190630,143.35000,67.750000,0.025886268
20190630,143.35000,67.850000,0.00064065926
20190630,143.45000,67.750000,0.0025913403
20190630,143.45000,67.850000,0.0055677442
20190630,143.55000,67.750000,0.0031318474
20190630,143.75000,66.150000,0.016681830
20190630,143.85000,66.150000,0.049906328
20190630,143.95000,66.150000,0.035590627
20190630,143.95000,66.250000,0.0016807342
20190630,144.05000,66.150000,0.15859091
20190630,144.05000,66.250000,0.070026215
20190630,144.15000,66.150000,0.012292630
20190630,144.15000,66.250000,0.031119959
20190630,144.55000,67.750000,0.0011922559
20190630,144.65000,67.750000,0.0067433350
20190630,144.75000,67.650000,0.015214884
20190630,144.75000,67.750000,0.013119418
20190630,144.85000,67.650000,0.0014260201
20190630,144.95000,66.050000,0.0011653876
20190630,144.95000,67.550000,0.014807256
20190630,144.95000,67.650000,0.053089770
20190630,145.05000,66.050000,0.022717307
20190630,145.05000,67.150000,0.0093193548
20190630,145.05000,67.250000,0.0042089331
20190630,145.05000,67.350000,0.068008236
20190630,145.05000,67.450000,0.0029767476
20190630,145.05000,67.650000,0.047313466
20190630,145.15000,66.050000,0.077716129
20190630,145.15000,67.150000,0.0011838620
20190630,145.15000,67.250000,0.00095031709
20190630,145.15000,67.350000,0.027133988
20190630,145.15000,67.450000,0.0025869802
20190630,145.15000,68.450000,0.0049410778
20190630,145.15000,68.550000,0.0011838148
20190630,145.25000,67.350000,0.020992052
20190630,145.25000,67.450000,0.0019308599
20190630,145.25000,68.450000,0.025647712
20190630,145.25000,68.550000,0.0044826010
20190630,145.25000,69.750000,0.0010373870
20190630,145.35000,67.350000,0.045628682
20190630,145.35000,67.450000,0.0033595089
20190630,145.35000,67.550000,0.00096115808
20190630,145.35000,68.550000,0.0047523496
